    1     0.363631534670E-001     0.175309636174E+000     0.175309636174E+000     0.125314899810E+001
    2     0.363627535155E-001    -0.115417173561E+000    -0.115417173561E+000     0.125315971566E+001
    3     0.363737702110E-001    -0.183515639196E+000    -0.183515639196E+000     0.125313791871E+001
    4     0.363808177768E-001     0.102693403115E+000     0.102693403115E+000     0.125314171454E+001
    5     0.363634492566E-001     0.190560277823E+000     0.190560277823E+000     0.125314857687E+001
    6     0.363625644533E-001    -0.895885458220E-001    -0.895885458220E-001     0.125315923708E+001
    7     0.363742689484E-001    -0.196820556631E+000    -0.196820556631E+000     0.125313886604E+001
    8     0.363870680264E-001     0.754150655589E-001     0.754150655589E-001     0.125313327326E+001
    9     0.363609221563E-001     0.202458606277E+000     0.202458606277E+000     0.125315398543E+001
   10     0.363543482201E-001    -0.594136579577E-001    -0.594136579577E-001     0.125316396120E+001
   11     0.363757296418E-001    -0.207436704097E+000    -0.207436704097E+000     0.125314139881E+001
   12     0.364026986824E-001     0.407413496945E-001     0.407413496945E-001     0.125311329079E+001
   13     0.363605496206E-001     0.211331948455E+000     0.211331948455E+000     0.125315889017E+001
   14     0.363362779778E-001    -0.186339795143E-001    -0.186339795143E-001     0.125317753292E+001
   15     0.363729172668E-001    -0.213406981980E+000    -0.213406981980E+000     0.125314842916E+001
   16     0.364290330434E-001    -0.765825320568E-002    -0.765825320568E-002     0.125308328932E+001
   17     0.363700393060E-001     0.212281571492E+000     0.212281571492E+000     0.125315223878E+001
   18     0.363062479826E-001     0.384741038236E-001     0.384741038236E-001     0.125320581995E+001
   19     0.363528468814E-001    -0.206128661810E+000    -0.206128661810E+000     0.125316892021E+001
   20     0.364606153184E-001    -0.737498207390E-001    -0.737498207390E-001     0.125305276124E+001
   21     0.364070999692E-001     0.192282244234E+000     0.192282244234E+000     0.125311260418E+001
   22     0.362748920525E-001     0.112232999372E+000     0.112232999372E+000     0.125324117667E+001
   23     0.362993197361E-001    -0.167820083796E+000    -0.167820083796E+000     0.125321727767E+001
   24     0.364740781517E-001    -0.151366498692E+000    -0.151366498692E+000     0.125304520442E+001
   25     0.364883612077E-001     0.129512374296E+000     0.129512374296E+000     0.125302528851E+001
   26     0.362814092735E-001     0.186133314274E+000     0.186133314274E+000     0.125324016190E+001
   27     0.362097414849E-001    -0.754005138784E-001    -0.754005138784E-001     0.125330264775E+001
   28     0.364162780864E-001    -0.209268531761E+000    -0.209268531761E+000     0.125310524531E+001
   29     0.365890467331E-001     0.580254306720E-002     0.580254306720E-002     0.125292480272E+001
   30     0.363939613042E-001     0.210843709482E+000     0.210843709482E+000     0.125312481963E+001
   31     0.361427296543E-001     0.736255903217E-001     0.736255903217E-001     0.125337476445E+001
   32     0.362402504060E-001    -0.180856811690E+000    -0.180856811690E+000     0.125327460971E+001
   33     0.365777374579E-001    -0.150369499616E+000    -0.150369499616E+000     0.125294315309E+001
   34     0.366196802000E-001     0.112510857992E+000     0.112510857992E+000     0.125289311066E+001
   35     0.362644988723E-001     0.203440412406E+000     0.203440412406E+000     0.125325653875E+001
   36     0.360515590628E-001    -0.974827436908E-002    -0.974827436908E-002     0.125346320047E+001
   37     0.363003764534E-001    -0.207849305149E+000    -0.207849305149E+000     0.125321695608E+001
   38     0.366905886123E-001    -0.106464902780E+000    -0.106464902780E+000     0.125282862310E+001
   39     0.366405198886E-001     0.144308660659E+000     0.144308660659E+000     0.125287299726E+001
   40     0.362041901037E-001     0.194849771946E+000     0.194849771946E+000     0.125331684554E+001
   41     0.359838573350E-001    -0.176758103297E-001    -0.176758103297E-001     0.125353063890E+001
   42     0.362673770028E-001    -0.205699294536E+000    -0.205699294536E+000     0.125325008768E+001
